feature,gini_importance,perm_importance_mean,perm_importance_std
AP2DC_380,0.0006925269320837052,0.0002079205346673607,0.00013268189974955928
AP2DC_504,0.0006893947478335219,0.0001681137426314261,0.000154806741309363
AP2DC_633,0.0006849378778902032,5.483984718857027e-05,0.0001106084087785888
AP2DC_731,0.0006785519440228469,1.3936388294233382e-05,0.00018724123771568716
AP2DC_744,0.0006645444004973211,6.253734060642779e-05,0.00010962654570449999
AP2DC_176,0.0006581568431244181,-2.9432591529354733e-05,0.00023718148211062515
AP2DC_315,0.0006541456839948889,-0.00025627925790974173,0.00020745316785684544
AP2DC_638,0.0006461195464821729,6.448697842139638e-05,0.00015252920213125565
AP2DC_520,0.0006445005708315921,0.0004323060812662316,0.00015496998736015753
AP2DC_444,0.0006362222402651304,0.00021837996723055307,0.0003459029478112329
AP2DC_657,0.000633425890741256,-0.00043813974633000186,0.00016164683495230935
AP2DC_496,0.0006266617947144279,-4.455379621302047e-05,8.243419179392223e-05
AP2DC_291,0.0006253878232221038,-0.00015901210243015606,0.0001100998892226103
AP2DC_45,0.0006237784992623171,4.4121115655137987e-05,0.00014966669213286742
AP2DC_445,0.0006213092843488048,-0.0001620126734603544,0.00026314560462344794
AP2DC_576,0.0006205265014187622,-0.0005729669948280946,0.000212166584207122
AP2DC_761,0.0006071286260959053,0.00015442002669807664,0.00012539859537561852
AP2DC_332,0.0006040169269805113,0.0008468333699930164,0.00021270920806211227
