Split,Fingerprint,Model,R2_train,RMSE_train,MAE_train,R2_CV,RMSE_CV,MAE_CV,R2_test,RMSE_test,MAE_test,Time_s
Kennard-Stone,SubstructureCount,Decision Tree,0.8891225916308686,0.4171622889727058,0.20437606220939555,0.269837450925552,1.0705163027355138,0.7782564276552371,0.4704725340349939,0.9005942812122177,0.6492548981580937,0.1792590618133545
Kennard-Stone,SubstructureCount,Random Forest,0.8369806564583666,0.5058282476970857,0.36660836463366747,0.5193976014794883,0.8685133043426589,0.6553702392734089,0.5297162325619938,0.8487209714689482,0.6401248955888813,5.8063132762908936
Kennard-Stone,SubstructureCount,Extra Trees,0.8891225916308686,0.4171622889727058,0.2043760622094036,0.4462611832710336,0.9322577294061378,0.6859355029819171,0.4748457416077049,0.896867702867881,0.6414121074014406,12.501091718673706
Kennard-Stone,SubstructureCount,Gradient Boosting,0.5801351142420152,0.811779885798503,0.6329300629262443,0.4680024696495385,0.9137729900939019,0.7138587047161273,0.33837603916206893,1.0066779397310694,0.7821742127705813,5.489182710647583
Kennard-Stone,SubstructureCount,XGBoost,0.7647039505035356,0.6077022250267948,0.4416458949395933,0.5293078961382501,0.8595120408148421,0.6493330537177668,0.46753282291866494,0.9030906793441511,0.6886486620834156,1.573753833770752
Kennard-Stone,SubstructureCount,Hist Gradient Boosting,0.7973638914072487,0.5639517218731593,0.40936725519712114,0.5408391097614007,0.8489184125124962,0.6400326338221292,0.5277609534636917,0.8504834871805538,0.6449511107597526,5.331419229507446
Kennard-Stone,SubstructureCount,AdaBoost,0.31684123994592384,1.0354862335021953,0.8600284381529818,0.28989400440590296,1.0557111256312326,0.8702627374306395,0.14493607382124218,1.1444168181042977,0.9153952370050705,1.0175542831420898
Kennard-Stone,SubstructureCount,MLP,0.584834818872852,0.80722382261958,0.616960606169047,0.4139933288421578,0.9590357323589142,0.735284496228703,0.3567205503707601,0.9926240147090852,0.7689005842924773,24.613772869110107
Kennard-Stone,KR,Ridge,0.4512170525548138,0.9280765782832463,0.7317133438395673,0.3949810331792518,0.9744689453425222,0.7677439830632324,0.24703402219438853,1.0739216948197452,0.8224841880582088,0.052202701568603516
Kennard-Stone,KR,Lasso,0.08106863205361925,1.2009503329819389,0.9898935899725323,0.07929963805752505,1.202105725295793,0.9905636806299963,-0.05036801063547269,1.2683983912091426,1.0157057196679384,0.11280655860900879
Kennard-Stone,KR,ElasticNet,0.1573688944325322,1.1500116823340447,0.9487325570201462,0.15217799939714194,1.1535484758520262,0.9512549578665311,-0.05852498098544334,1.273313944009292,1.0156688172180708,0.2042684555053711
Kennard-Stone,KR,Bayesian Ridge,0.4422734793877816,0.9356084957859819,0.7396746150191557,0.39750485259090584,0.9724343365525027,0.7693029312777829,0.22947586229574857,1.0863707482714884,0.833746871424683,0.30795907974243164
Kennard-Stone,KR,PLS,0.4335481953541367,0.9428986002357682,0.7445476793632918,0.3875282156483727,0.9804524853357994,0.7735425195126138,0.2242789711154396,1.0900281696582474,0.83857678869212,0.18118762969970703
Kennard-Stone,KR,KNN,0.6561522129903482,0.7346265591106552,0.5601444004727648,0.4697391045026823,0.9122803260329432,0.7003140504226024,0.4080815303767412,0.9521730494005856,0.7316567556595429,0.028935670852661133
Kennard-Stone,KR,SVR (RBF),0.6289915059733182,0.7630894247977689,0.5335270735734698,0.5049476862872414,0.8814730848019912,0.6650043842068883,0.3360602801765201,1.0084381443924462,0.7367533450542649,0.2145836353302002
Kennard-Stone,KR,Kernel Ridge (RBF),0.4495549349893363,0.9294809642478178,0.7389030729450555,0.402136871580994,0.9686890572988881,0.7727556651380196,0.23454507967412508,1.082791277665005,0.8342680456521891,4.512853145599365
